symbol,company,exchange,date,priceRange,price,currency,shares,actions
1896.HK,Maoyan Entertainment,HKSE,2019-02-04,-,14.8,HKD,103232000,Priced
,Q P Group Holdings Ltd,HKSE,2019-02-04,-,-,HKD,-,Filed
,Education Centre Of Australia,ASX,2019-02-04,-,-,AUD,-,Filed
,Tenlot Grp Ltd,Stockholm,2019-02-04,-,-,GBP,-,Filed
,Tbk & Sons Holdings Ltd,HKSE,2019-02-04,-,-,HKD,-,Filed
,Kranti Industries Ltd,BSE,2019-02-04,0.18 - 0.18,37,INR,2202000,Amended
,Panorama Capital Corp,TSXV,2019-02-04,0.08 - 0.08,-,CAD,2500000,Filed
PANO.P.V,Panorama Capital Corp,TSXV,2019-02-04,0.08 - 0.08,0.1,CAD,5000000,Amended
,Kranti Industries Ltd,BSE,2019-02-04,0.18 - 0.18,37,INR,117000,Amended
,Ashapuri Gold Ornament Ltd,BSE,2019-02-06,0.71 - 0.71,51,INR,298000,Priced
,Ashapuri Gold Ornament Ltd,BSE,2019-02-06,0.71 - 0.71,51,INR,5452000,Priced
LSPD.V,Lightspeed POS Inc,TSXV,2019-02-06,-,16,CAD,15000000,Priced
HHHHU,WEALTHBRIDGE ACQUISITION LTD,NasdaqCM,2019-02-06,10.00 - 10.00,-,USD,-,Expected
LSPD.V,Lightspeed POS Inc,TSXV,2019-02-06,-,-,CAD,-,Filed
,Absolute Clean Energy PCL,Thailand,2019-02-06,-,-,THB,-,Amended
,Inter Med Care And Lab PCL,Thailand,2019-02-06,-,-,THB,-,Amended
,Invesus Finl Svcs Grp,ASX,2019-02-06,-,-,AUD,-,Amended
2972.JP,Sankei Real Estate Inc,Japan OTC,2019-02-07,910.70 - 910.70,-,JPY,216876,Priced
2972.JP,Sankei Real Estate Inc,Japan OTC,2019-02-07,910.70 - 910.70,-,JPY,10362,Priced
2972.JP,Sankei Real Estate Inc,Japan OTC,2019-02-07,910.70 - 910.70,-,JPY,10362,Expected
2972.JP,Sankei Real Estate Inc,Japan OTC,2019-02-07,910.70 - 910.70,-,JPY,216876,Expected
ALEC,"ALECTOR, INC.",NasdaqGS,2019-02-07,18.00 - 20.00,-,USD,-,Expected
MNCLU,MONOCLE ACQUISITION CORP,NasdaqCM,2019-02-07,10.00 - 10.00,-,USD,-,Expected
,Pinehurst Capital Ii Inc,TSXV,2019-02-07,0.08 - 0.08,0.1,-,3000000,Amended
,PT Bliss Properti Indonesia,Jakarta,2019-02-07,-,150,IDR,1700000000,Amended
CEBI.V,Ce Brands Inc,TSXV,2019-02-08,0.08 - 0.08,0.1,CAD,5000000,Priced
AAM.AX,Australian Industrial,ASX,2019-02-08,-,-,AUD,-,Expected
SEQUA.BR,Sequana Medical NV,Brussels,2019-02-08,9.73 - 10.30,8.5,EUR,3235294,Priced
RMG'U,RMG ACQUISITION CORP.,NYSE,2019-02-08,10.00 - 10.00,-,USD,-,Expected
GOSS,"GOSSAMER BIO, INC.",NasdaqGS,2019-02-08,16.00 - 16.00,-,USD,-,Expected
HARP,"HARPOON THERAPEUTICS, INC.",NasdaqGS,2019-02-08,13.00 - 15.00,-,USD,-,Expected
1703.HK,Palace Banquet Holdings Ltd,HKSE,2019-02-08,-,-,HKD,-,Amended
KOL.AX,Koligo Therapeutics Ltd,ASX,2019-02-08,0.14 - 0.14,-,AUD,30000000,Filed
,Ce Brands Inc,TSXV,2019-02-08,0.08 - 0.08,-,-,2000000,Filed
,Sunny New Energy Holdings Ltd,HKSE,2019-02-08,-,-,USD,-,Filed
AN1.AX,Australian Nutrition & Sports,ASX,2019-02-08,0.14 - 0.14,-,AUD,40000000,Filed
,Hong Kong Johnson Hldg Co Ltd,HKSE,2019-02-08,-,-,HKD,-,Filed
KOL.AX,Koligo Therapeutics Ltd,ASX,2019-02-08,0.14 - 0.14,-,-,30000000,Withdrawn
,Ecofibre Ltd,ASX,2019-02-11,0.71 - 0.71,1,AUD,20000000,Priced
,Cansortium Inc,Canadian Sec,2019-02-11,2.00 - 2.30,2,USD,1552899,Priced
,ezCaretech,KOSDAQ,2019-02-11,8.98 - 10.93,-,KRW,410000,Priced
,Cansortium Inc,Canadian Sec,2019-02-11,2.00 - 2.30,2,USD,26000000,Priced
,Zen Corp Group PCL,Thailand,2019-02-11,0.40 - 0.40,-,THB,75000000,Expected
SEQUA.BR,Sequana Medical NV,Brussels,2019-02-11,9.73 - 10.30,8.5,EUR,3235294,Priced
,Ecofibre Ltd,ASX,2019-02-11,0.71 - 0.71,-,AUD,15000000,Amended
,PT Bali Bintang Sejahtera,Jakarta,2019-02-11,-,175,IDR,2000000000,Amended
,PT Bali Bintang Sejahtera,Jakarta,2019-02-11,-,-,IDR,-,Filed
,Golden Bridge United Finl,HKSE,2019-02-11,-,-,HKD,-,Filed
,ezCaretech,KOSDAQ,2019-02-11,8.98 - 10.93,-,KRW,410000,Filed
,Cansortium Inc,Canadian Sec,2019-02-11,2.00 - 2.30,-,USD,-,Filed
,CStone Pharmaceuticals,HKSE,2019-02-11,-,-,HKD,-,Amended
603681.SS,Shanghai Yongguan Adhesive,Shanghai,2019-02-12,-,10,CNY,37484000,Priced
603681.SS,Shanghai Yongguan Adhesive,Shanghai,2019-02-12,-,-,CNY,41647901,Expected
,Armada Berjaya Trans,Jakarta,2019-02-12,0.02 - 0.02,-,IDR,-,Expected
ANCN,ANCHIANO THERAPEUTICS LTD.,NasdaqCM,2019-02-12,14.55 - 14.55,-,USD,-,Expected
,Dexin China Hldg Co Ltd,HKSE,2019-02-12,-,-,USD,-,Amended
,Super-Pharm (Israel) Ltd,Tel Aviv,2019-02-12,-,-,ILS,-,Filed
,Leaside Capital Corp,TSXV,2019-02-12,0.08 - 0.08,-,-,3000000,Amended
,Nutsay A/S,SAT,2019-02-13,1.09 - 1.09,7.2,DKK,2962777,Priced
1872.HK,Guan Chao Holdings Ltd,HKSE,2019-02-13,-,0.43,HKD,90000000,Priced
1887.JP,JDC Corp,Japan OTC,2019-02-13,4.57 - 4.57,-,JPY,12110400,Expected
1887.JP,JDC Corp,Japan OTC,2019-02-13,4.57 - 4.57,-,JPY,1345600,Expected
FRS.P.V,Farstarcap Invest Corp,TSXV,2019-02-13,0.08 - 0.08,0.05,CAD,2500000,Priced
2971.JP,ESCON JAPAN REIT Investment Co,Japan OTC,2019-02-13,952.25 - 952.25,-,JPY,9189,Priced
IMAC,"IMAC HOLDINGS, INC.",NasdaqCM,2019-02-13,5.13 - 5.13,-,USD,-,Expected
UWL.AX,Uniti Wireless Ltd,ASX,2019-02-13,-,0.25,AUD,4744212,Priced
9286.JP,Enex Infrastructure Invest,Japan OTC,2019-02-13,901.00 - 901.00,-,JPY,86269,Priced
UWL.AX,Uniti Wireless Ltd,ASX,2019-02-13,-,0.25,AUD,47980000,Priced
VTUS,VIRGIN TRAINS USA LLC,Nasdaq,2019-02-13,17.00 - 19.00,-,USD,-,Expected
9286.JP,Enex Infrastructure Invest,Japan OTC,2019-02-13,901.00 - 901.00,-,JPY,3731,Priced
2971.JP,ESCON JAPAN REIT Investment Co,Japan OTC,2019-02-13,952.25 - 952.25,-,JPY,179162,Priced
1872.HK,Guan Chao Holdings Ltd,HKSE,2019-02-13,-,-,HKD,-,Amended
1872.HK,Guan Chao Holdings Ltd,HKSE,2019-02-13,-,-,HKD,-,Amended
RNR.CN,Mariner Resources Corp,Canadian Sec,2019-02-14,0.11 - 0.11,0.15,CAD,2750000,Priced
,CStone Pharmaceuticals,HKSE,2019-02-14,-,-,HKD,-,Expected
2616.HK,CStone Pharmaceuticals,HKSE,2019-02-14,-,12,HKD,18640000,Priced
,Anmol India Ltd,BSE,2019-02-14,0.47 - 0.47,-,INR,2944000,Expected
TCRR,TCR2 THERAPEUTICS INC.,NasdaqGM,2019-02-14,14.00 - 16.00,-,USD,-,Expected
A1G.AX,African Gold Ltd,ASX,2019-02-14,0.14 - 0.14,0.2,AUD,22500000,Priced
HOTH,"HOTH THERAPEUTICS, INC.",NasdaqCM,2019-02-14,5.50 - 6.50,-,USD,-,Expected
CBUS,"CIBUS GLOBAL, LTD.",NasdaqGS,2019-02-14,14.00 - 16.00,-,USD,-,Expected
,Anmol India Ltd,BSE,2019-02-14,0.47 - 0.47,-,INR,156000,Expected
AVDR,AVEDRO INC,NasdaqGM,2019-02-14,14.00 - 16.00,-,USD,-,Expected
,Booktopia Grp Ltd,ASX,2019-02-14,0.72 - 0.72,-,AUD,3000000,Filed
,Mariner Resources Corp,Canadian Sec,2019-02-14,0.11 - 0.11,0.15,-,2750000,Filed
,Nutsay A/S,SAT,2019-02-14,1.09 - 1.09,-,DKK,-,Filed
2019.HK,Dexin China Hldg Co Ltd,HKSE,2019-02-14,-,-,HKD,-,Amended
PE1.AX,Pengana Pvt Equity Trust,ASX,2019-02-15,-,1.25,AUD,800000000,Priced
,Amogreentech Co Ltd,KOSDAQ,2019-02-15,7.82 - 8.80,-,KRW,1032000,Priced
1025.HK,KNT Holdings Ltd,HKSE,2019-02-15,-,0.98,HKD,39000000,Priced
1703.HK,Palace Banquet Holdings Ltd,HKSE,2019-02-15,-,0.5,HKD,30000000,Priced
MITO,STEALTH BIOTHERAPEUTICS CORP,NasdaqGM,2019-02-15,12.00 - 14.00,-,USD,-,Expected
1703.HK,Palace Banquet Holdings Ltd,HKSE,2019-02-15,-,0.5,HKD,240000000,Priced
,Armada Berjaya Trans,Jakarta,2019-02-15,0.02 - 0.02,-,IDR,-,Expected
FRS.P.V,Farstarcap Invest Corp,TSXV,2019-02-15,0.08 - 0.08,0.05,CAD,2500000,Priced
,Jonjua Overseas Ltd,BSE,2019-02-15,0.14 - 0.14,-,INR,1230000,Expected
,Jonjua Overseas Ltd,BSE,2019-02-15,0.14 - 0.14,-,INR,70000,Expected
1025.HK,KNT Holdings Ltd,HKSE,2019-02-15,-,-,HKD,-,Amended
1025.HK,KNT Holdings Ltd,HKSE,2019-02-15,-,-,HKD,-,Amended
PE1.AX,Pengana Pvt Equity Trust,ASX,2019-02-15,0.89 - 0.89,-,AUD,-,Amended
,PT Bpd South Kalimantan,Jakarta,2019-02-15,-,-,IDR,-,Filed
000166.SZ,Shenwan Hongyuan Group Co Ltd,Shenzhen,2019-02-15,-,-,HKD,-,Amended
,Zhejiang New Century Hotel,HKSE,2019-02-15,-,-,USD,-,Amended
EXX.AX,Expose Resources Ltd,ASX,2019-02-15,0.14 - 0.14,-,AUD,20000000,Amended
,Stuhini Exploration Ltd,TSXV,2019-02-15,0.15 - 0.15,-,CAD,4000000,Amended
,Amogreentech Co Ltd,KOSDAQ,2019-02-15,7.82 - 8.80,-,KRW,825500,Filed
,Aker Energy AS,Oslo,2019-02-15,-,-,NOK,-,Filed
EXX.AX,Expose Resources Ltd,ASX,2019-02-15,0.14 - 0.14,-,-,20000000,Withdrawn
,Hyundai Autoever Corp,KSE,2019-02-18,-,-,KRW,1404000,Priced
,KB SPAC 17,KOSDAQ,2019-02-18,1.78 - 1.78,-,KRW,1000000,Priced
228760.KQ,Genomictree Inc,KOSDAQ,2019-02-18,15.11 - 22.23,-,KRW,920000,Expected
,Mahip Inds Ltd,BSE,2019-02-18,0.44 - 0.44,-,INR,6360000,Expected
603681.SS,Shanghai Yongguan Adhesive,Shanghai,2019-02-18,-,-,CNY,41647901,Expected
,Jinxin Fertility Group Ltd,HKSE,2019-02-18,-,-,USD,-,Amended
,Genomictree Inc,KOSDAQ,2019-02-18,15.11 - 22.23,-,KRW,920000,Filed
,KB SPAC 17,KOSDAQ,2019-02-18,1.78 - 1.78,-,KRW,1000000,Filed
1951.HK,Jinxin Fertility Group Ltd,HKSE,2019-02-18,-,8.54,HKD,142852000,Amended
,Mahip Industries Ltd,BSE,2019-02-18,0.44 - 0.44,32,INR,4936000,Amended
1951.HK,Jinxin Fertility Group Ltd,HKSE,2019-02-18,-,8.54,HKD,144280000,Amended
1951.HK,Jinxin Fertility Group Ltd,HKSE,2019-02-18,-,8.54,HKD,76582000,Amended
,Hyundai Autoever Corp,KSE,2019-02-18,-,-,KRW,-,Amended
6093.HK,Hevol Services Group Co Ltd,HKSE,2019-02-19,-,-,HKD,-,Expected
,Roopshri Resorts Ltd,BSE,2019-02-19,0.28 - 0.28,20,INR,1704000,Priced
,Roopshri Resorts Ltd,BSE,2019-02-19,0.28 - 0.28,20,INR,96000,Priced
,Roopshri Resorts Ltd,BSE,2019-02-19,0.28 - 0.28,-,INR,96000,Expected
,Roopshri Resorts Ltd,BSE,2019-02-19,0.28 - 0.28,-,INR,1704000,Expected
,PT Wahana Interfood Nusantara,Jakarta,2019-02-19,2.50 - 2.78,-,INR,168000000,Expected
CLB.AX,Candy Club Hldg Ltd,ASX,2019-02-19,0.15 - 0.15,0.2,AUD,40000000,Priced
SOLY,Soliton Inc,NasdaqGM,2019-02-19,5.00 - 5.00,5,USD,2172591,Priced
,Jinxin Fertility Group Ltd,HKSE,2019-02-19,-,-,USD,-,Amended
,Hevol Services Group Co Ltd,HKSE,2019-02-19,-,-,HKD,-,Filed
,Pt Wahana Interfood Nusantara,Jakarta,2019-02-19,0.01 - 0.01,188,IDR,168000000,Filed
,SinoMab BioScience Ltd,HKSE,2019-02-19,-,-,HKD,-,Filed
6093.HK,Hevol Services Group Co Ltd,HKSE,2019-02-19,-,1.28,HKD,10000000,Amended
6093.HK,Hevol Services Group Co Ltd,HKSE,2019-02-19,-,1.28,HKD,90000000,Amended
GSC.BK,Global Service Center Co Ltd,Thailand,2019-02-20,0.05 - 0.05,1.7,THB,27000000,Priced
GSC.BK,Global Service Center Co Ltd,Thailand,2019-02-20,0.05 - 0.05,1.7,THB,63000000,Priced
2019.HK,Dexin China Hldg Co Ltd,HKSE,2019-02-20,-,2.8,HKD,16906000,Priced
,Kranti Industries Ltd,BSE,2019-02-20,0.18 - 0.18,-,INR,2460000,Expected
,Cellid Co Ltd,KOSDAQ,2019-02-20,22.40 - 27.78,-,KRW,249270,Priced
,Kranti Industries Ltd,BSE,2019-02-20,0.18 - 0.18,-,INR,-,Expected
,PT Arkha Jayanti Persada Tbk,Jakarta,2019-02-20,-,-,IDR,-,Amended
,Pentech Metals Ltd,BSE,2019-02-20,-,-,INR,360000,Filed
AXS.AX,Axs Grp Ltd,ASX,2019-02-20,0.18 - 0.18,-,AUD,26000000,Amended
,Pentech Metals Ltd,BSE,2019-02-20,-,-,INR,6080000,Filed
,PT Pelabuhan Tanjung Priok,Jakarta,2019-02-20,-,-,USD,-,Amended
2108.HK,K2 F&B Holdings Ltd,HKSE,2019-02-21,-,0.75,HKD,60000000,Priced
1025.HK,KNT Holdings Ltd,HKSE,2019-02-21,-,-,HKD,-,Amended
1025.HK,KNT Holdings Ltd,HKSE,2019-02-21,-,-,HKD,-,Amended
1930.HK,Shinelong Automotive,HKSE,2019-02-21,-,0.88,HKD,16500000,Amended
,Shinelong Automotive,HKSE,2019-02-21,-,-,HKD,-,Filed
1930.HK,Shinelong Automotive,HKSE,2019-02-21,-,0.88,HKD,148500000,Amended
,K2 Capital Invest Hldg Ltd,HKSE,2019-02-21,-,-,HKD,-,Amended
,Arabian Centres Co Ltd,Saudi,2019-02-21,-,-,USD,-,Amended
,Ecofibre Ltd,ASX,2019-02-22,0.71 - 0.71,1,AUD,20000000,Priced
2972.JP,Sankei Real Estate Inc,Japan OTC,2019-02-22,910.70 - 910.70,-,JPY,216876,Priced
2972.JP,Sankei Real Estate Inc,Japan OTC,2019-02-22,910.70 - 910.70,-,JPY,10362,Priced
2972.JP,Sankei Real Estate Inc,Japan OTC,2019-02-22,910.70 - 910.70,-,JPY,10362,Expected
2972.JP,Sankei Real Estate Inc,Japan OTC,2019-02-22,910.70 - 910.70,-,JPY,216876,Expected
MPH.AX,Mediland Pharm Ltd,ASX,2019-02-22,0.14 - 0.14,0.2,AUD,62763610,Priced
1887.JP,JDC Corp,Japan OTC,2019-02-22,4.57 - 4.57,-,JPY,12110400,Expected
,Gleam Fabmat Ltd,BSE,2019-02-22,0.14 - 0.14,-,INR,2960000,Expected
1887.JP,JDC Corp,Japan OTC,2019-02-22,4.57 - 4.57,-,JPY,1345600,Expected
ACAMU,ACAMAR PARTNERS ACQUISITION CORP.,NasdaqCM,2019-02-22,10.00 - 10.00,-,USD,-,Expected
603956.SS,WPG Shanghai Smart Water,Shanghai,2019-02-22,-,5.7,CNY,38337000,Priced
,Gleam Fabmat Ltd,BSE,2019-02-22,0.14 - 0.14,-,INR,160000,Expected
,Ecofibre Ltd,ASX,2019-02-22,0.71 - 0.71,-,AUD,15000000,Amended
ATO.AX,Altostratos Hldg Ltd,ASX,2019-02-22,0.28 - 0.28,-,AUD,40000000,Amended
1902.HK,Yincheng Intl Hldg Co Ltd,HKSE,2019-02-22,-,-,HKD,-,Amended
JFIN,Jiayin Grp Inc,NasdaqGM,2019-02-22,-,-,UGX,-,Amended
,Sim Leisure Group Ltd,SES,2019-02-22,-,0.22,SGD,26400000,Amended
,Jonjua Overseas Ltd,BSE,2019-02-25,0.14 - 0.14,10,INR,1230000,Priced
,Jonjua Overseas Ltd,BSE,2019-02-25,0.14 - 0.14,10,INR,70000,Priced
IRX.AX,irexchange Ltd,ASX,2019-02-25,0.63 - 0.63,-,AUD,19444444,Filed
ATO.AX,Altostratos Hldg Ltd,ASX,2019-02-25,0.28 - 0.28,-,AUD,40000000,Amended
,C-Link Sqd Ltd,HKSE,2019-02-25,-,-,HKD,-,Filed
CCI.V,Castlecap Capital Inc,TSXV,2019-02-25,0.10 - 0.10,0.1,USD,2000000,Amended
,Onoff AG,Frankfurt,2019-02-25,-,-,EUR,-,Amended
4432.JP,WingArc1st Inc,Japan OTC,2019-02-25,18.09 - 18.09,-,-,12941400,Withdrawn
4432.JP,WingArc1st Inc,Japan OTC,2019-02-25,18.09 - 18.09,-,-,8013600,Withdrawn
,IVD Medical Holding Ltd,HKSE,2019-02-26,-,-,HKD,-,Expected
,IVD Medical Holding Ltd,HKSE,2019-02-26,-,-,HKD,-,Expected
,US Solar Fund PLC,LSE,2019-02-26,1.00 - 1.00,-,USD,-,Expected
USFP.L,US Solar Fund PLC,LSE,2019-02-26,1.00 - 1.00,1,USD,200000000,Priced
1158.HK,Zhejiang New Century Hotel,HKSE,2019-02-26,-,16.5,HKD,7000000,Priced
SLGG,"SUPER LEAGUE GAMING, INC.",NasdaqCM,2019-02-26,10.00 - 12.00,-,USD,-,Expected
2616.HK,CStone Pharmaceuticals,HKSE,2019-02-26,-,12,HKD,18640000,Priced
2019.HK,Dexin China Hldg Co Ltd,HKSE,2019-02-26,-,2.8,HKD,16906000,Priced
1158.HK,Zhejiang New Century Hotel,HKSE,2019-02-26,-,-,HKD,-,Amended
,Beijing-Shanghai High-Speed,Shanghai,2019-02-26,-,-,CNY,-,Amended
1931.HK,IVD Medical Holding Ltd,HKSE,2019-02-26,-,3.07,HKD,300060000,Amended
1931.HK,IVD Medical Holding Ltd,HKSE,2019-02-26,-,3.07,HKD,33340000,Amended
,Huisen Hsehld Intl Grp Ltd,HKSE,2019-02-26,-,-,HKD,-,Filed
1891.HK,Heng Hup Holdings Ltd,HKSE,2019-02-27,-,0.5,HKD,59400000,Priced
1891.HK,Heng Hup Holdings Ltd,HKSE,2019-02-27,-,0.5,HKD,125000000,Priced
1891.HK,Heng Hup Holdings Ltd,HKSE,2019-02-27,-,0.5,HKD,65600000,Priced
1793.HK,Wecon Holdings Ltd,HKSE,2019-02-27,-,0.625,HKD,60000000,Priced
TIP.AX,Teaminvest Private Group Ltd,ASX,2019-02-27,0.71 - 0.71,1,AUD,2300000,Filed
,Grupo Avenida SA,Sao Paolo,2019-02-27,-,-,BRL,-,Filed
1891.HK,Heng Hup Holdings Ltd,HKSE,2019-02-27,-,-,HKD,-,Amended
1891.HK,Heng Hup Holdings Ltd,HKSE,2019-02-27,-,-,HKD,-,Amended
,China Risun Coal Chemicals Gro,HKSE,2019-02-27,-,-,HKD,-,Amended
1891.HK,Heng Hup Holdings Ltd,HKSE,2019-02-27,-,-,HKD,-,Amended
,Aoyuan Healthy Life Grp Co,HKSE,2019-02-27,-,-,HKD,-,Amended
TIP.AX,Teaminvest Private Group Ltd,ASX,2019-02-27,0.71 - 0.71,-,AUD,500000,Filed
,Jinshang Bank Co Ltd,HKSE,2019-02-27,-,-,USD,-,Amended
,China Risun Coal Chemicals Gro,HKSE,2019-02-27,-,-,HKD,-,Amended
,Aoyuan Healthy Life Grp Co,HKSE,2019-02-27,-,-,HKD,-,Amended
LLO.P.V,Ll One Inc,TSXV,2019-02-28,0.08 - 0.08,0.1,CAD,4200000,Priced
VLDY.P.V,Valdy Invests Ltd,TSXV,2019-02-28,0.08 - 0.08,0.1,CAD,2500000,Priced
,Fortress Minerals Ltd,SES,2019-02-28,-,0.2,SGD,23750000,Priced
,Fortress Minerals Ltd,SES,2019-02-28,-,-,SGD,-,Expected
,Fortress Minerals Ltd,SES,2019-02-28,-,-,SGD,-,Expected
,Fortress Minerals Ltd,SES,2019-02-28,-,0.2,SGD,51250000,Priced
1907.HK,China Risun Group Ltd,HKSE,2019-02-28,-,2.8,HKD,60000000,Priced
3316.HK,Binjiang Service Group Co Ltd,HKSE,2019-02-28,-,6.96,HKD,6670000,Priced
1563.HK,Intl Alliance Finl Leasing Co,HKSE,2019-02-28,-,0.85,HKD,445500000,Priced
1563.HK,Intl Alliance Finl Leasing Co,HKSE,2019-02-28,-,0.85,HKD,49500000,Priced
1917.HK,Doumob,HKSE,2019-02-28,-,0.41,HKD,98900000,Priced
1917.HK,Doumob,HKSE,2019-02-28,-,0.41,HKD,98900000,Priced
1902.HK,Yincheng Intl Hldg Co Ltd,HKSE,2019-02-28,-,2.38,HKD,14486000,Priced
1902.HK,Yincheng Intl Hldg Co Ltd,HKSE,2019-02-28,-,2.38,HKD,339776000,Priced
3662.HK,Aoyuan Healthy Life Grp Co,HKSE,2019-02-28,-,-,HKD,-,Expected
WNST.P.V,Winston Capital Grp Inc,TSXV,2019-02-28,0.07 - 0.07,0.1,CAD,5000000,Priced
,China Risun Coal Chemicals Gro,HKSE,2019-02-28,-,-,HKD,-,Expected
AVC.P.V,Alphanco Venture Corp,TSXV,2019-02-28,0.07 - 0.07,0.1,CAD,4000000,Priced
SHLLU,TORTOISE ACQUISITION CORP.,NYSE,2019-02-28,10.00 - 10.00,-,USD,-,Expected
,CStone Pharmaceuticals,HKSE,2019-02-28,-,-,HKD,-,Expected
KLDO,"KALEIDO BIOSCIENCES, INC.",NasdaqGS,2019-02-28,20.00 - 22.00,-,USD,-,Expected
1025.HK,KNT Holdings Ltd,HKSE,2019-02-28,-,0.98,HKD,39000000,Priced
1872.HK,Guan Chao Holdings Ltd,HKSE,2019-02-28,-,0.43,HKD,90000000,Priced
,Mcom Hldg Bhd,Kuala Lumpur,2019-02-28,0.07 - 0.07,-,MYR,18856000,Filed
1917.HK,Doumob,HKSE,2019-02-28,-,-,HKD,-,Amended
1917.HK,Doumob,HKSE,2019-02-28,-,-,HKD,-,Amended
NHT.V,NexPoint Hospitality Trust Inc,TSXV,2019-02-28,-,-,USD,-,Amended
,Ll One Inc,TSXV,2019-02-28,0.08 - 0.08,-,-,3750000,Filed
,GKP Printing & Pkg Ltd,BSE,2019-02-28,0.45 - 0.45,-,INR,104000,Filed
,Valdy Invests Ltd,TSXV,2019-02-28,0.08 - 0.08,0.1,-,2000000,Filed
1563.HK,Intl Alliance Finl Leasing Co,HKSE,2019-02-28,-,-,HKD,-,Amended
,PT Jasnita Telekomindo Tbk,Jakarta,2019-02-28,-,-,IDR,-,Filed
,GKP Printing & Pkg Ltd,BSE,2019-02-28,0.45 - 0.45,-,INR,1952000,Filed
,PT Fuji Finance Indonesia,Jakarta,2019-02-28,-,-,IDR,-,Filed
3316.HK,Binjiang Service Group Co Ltd,HKSE,2019-02-28,-,-,HKD,-,Amended
,PT Yomari Eksis Sejahtera Tbk,Jakarta,2019-02-28,-,-,IDR,-,Filed
,GKP Printing & Pkg Ltd,BSE,2019-02-28,0.45 - 0.45,32,INR,104000,Filed
,PT Fuji Finance Indonesia,Jakarta,2019-02-28,-,110,IDR,300000000,Amended
,GKP Printing & Pkg Ltd,BSE,2019-02-28,0.45 - 0.45,32,INR,1952000,Filed
,Tin Shing Grp Hldg Ltd,HKSE,2019-02-28,-,-,HKD,-,Filed
1563.HK,Intl Alliance Finl Leasing Co,HKSE,2019-02-28,-,-,HKD,-,Amended
600928.SS,Bank of Xi'an Co Ltd,Shanghai,2019-03-01,-,4.68,CNY,400001000,Priced
,Mahip Inds Ltd,BSE,2019-03-01,0.44 - 0.44,-,INR,6360000,Expected
HCACU,HENNESSY CAPITAL ACQUISITION CORP IV,NasdaqCM,2019-03-01,10.00 - 10.00,-,USD,-,Expected
1158.HK,Zhejiang New Century Hotel,HKSE,2019-03-01,-,-,HKD,-,Amended
,Justin Allen Holdings Ltd,HKSE,2019-03-01,-,-,HKD,-,Filed
,Dalipal Hldg Ltd,HKSE,2019-03-01,-,-,HKD,-,Filed
,Jiu Zun Digital Interactive,HKSE,2019-03-01,-,-,HKD,-,Filed
,Cian Healthcare Ltd,BSE,2019-03-02,-,-,INR,-,Expected
,Reclaims Global Ltd,SES,2019-03-02,-,-,SGD,-,Expected
,Artemis Electricals Ltd,BSE,2019-03-02,-,-,INR,1606400,Amended
,Artemis Electricals Ltd,BSE,2019-03-02,-,60,INR,356000,Amended
,Artemis Electricals Ltd,BSE,2019-03-02,-,60,INR,7000000,Amended
,Reclaims Global Ltd,SES,2019-03-02,-,0.23,SGD,20000000,Amended
,Cian Healthcare Ltd,BSE,2019-03-02,-,62,INR,5900000,Amended
,Cian Healthcare Ltd,BSE,2019-03-02,-,-,INR,6216000,Filed
,Cian Healthcare Ltd,BSE,2019-03-02,-,61,INR,316000,Amended
600928.SS,Bank of Xi'an Co Ltd,Shanghai,2019-03-01,-,4.68,CNY,400001000,Priced
,Mahip Inds Ltd,BSE,2019-03-01,0.44 - 0.44,-,INR,6360000,Expected
HCACU,HENNESSY CAPITAL ACQUISITION CORP IV,NasdaqCM,2019-03-01,10.00 - 10.00,-,USD,-,Expected
1158.HK,Zhejiang New Century Hotel,HKSE,2019-03-01,-,-,HKD,-,Amended
,Justin Allen Holdings Ltd,HKSE,2019-03-01,-,-,HKD,-,Filed
,Dalipal Hldg Ltd,HKSE,2019-03-01,-,-,HKD,-,Filed
,Jiu Zun Digital Interactive,HKSE,2019-03-01,-,-,HKD,-,Filed
